,label,location,tweet_text
1395,,"Cambridge, MA","@chasjoe End gay marriage. Men and women have different reproductive rights. Men do not have a right to impregnate other men, only women!"
1396,,Black Forest Cakeville,"@Keeu19 @DRisLive @auswayne @realDonaldTrump He didn't need to fight for gay marriage, Skeezie."
1397,,"Chicago, IL",@realDonaldTrump I'M THE OPPOSITE OF GAY MARRIAGE. REMEMBER THAT SHIT AND I'M NOTHING LIKE BARACK OBAMA.
1398,,Europe ,@Keeu19 @DRisLive @auswayne @realDonaldTrump You have a problem with gay marriage?
1399,,,"@VP Would Jesus like your positions on care for the poor, school shootings, gay marriage and rights?  I don't think so."
1400,,"Caitshead, wales",@TorrinWilkins We you be exercising your right to gay marriage ?
1401,,Grimmie ,Wyoming is trying to repeal gay marriage.
1402,,Internet Pipes,"Gay marriage was um heap big mistake. Okay, Mr Burns, what's your first name?"
1403,,,@LombardiJoey @krassenstein and legalized gay marriage
1404,,Nepal,(Bermudian lawyer goes to court to challenge gay marriage reversal)
1405,,"De Pere,Wi",@CPritch71 @jymetcalf @thehill I don’t agree with abortion or gay marriage but it’s the current law.
1406,,"Greensburg, PA","@soundgood2 ...and that is EXACTLY how abortion and gay marriage got turned into wedge issues.
Let's not become the Weimar Republic.."
1407,,United States,Is gay marriage legal yet?
1408,,Arby's,"@Kragar_LGF As soon as gay marriage was legalized he got a divorce since being gay is just a choice, right?"
1409,,United States,@End_The_EU @KeksArmyRises When the supreme courts finds a 'right' to gay marriage in a document that was written two centuries ago.
1410,,,@rjdomos Like HRC did on gay marriage. So you hate HRC too?
1411,,Hell,@uglyniamh I'M GAY BUT GIVE HIM MY NUMBER OR HAND IN MARRIAGE
1412,,"London, UK",@ReaganBattalion @mschlapp Almost correct. MM Le Pen is a social conservative. She opposed Hollande's gay marriage law and is pro-life.
1413,,Orlando and in your mind.,"@Keeu19 @DRisLive @auswayne @realDonaldTrump Obama didn't pass gay marriage, you idiot."
1414,,,@Corpse_in_Pads This will be the first season of footy after gay marriage bill. Lot of romance will be in air.
1415,,,"@yetidisplay @rip_tear ""I think that gay marriage should be between a man and a woman"" - Also Arnold"
1416,,Bikini Bottom,@Keeu19 @DRisLive @auswayne @realDonaldTrump Wtf does gay marriage have to do with this ? Lmfao
1417,,nyc metro,"@TimothyBair @bigleaguepol Still stuck on gay marriage lol,move on we have real problems."
1418,,,"@toniduder @Rruairi @Dyketagnan You are equating sterilising children to gay marriage?
Ffs."
1419,,"Laguna Beach, CA",@_Jacob_Edwards Anti gay marriage isn't anti gay
1420,,,@notwokieleaks Australia didn't legalize gay marriage until 2017. Surely that knocks them down a notch in modern worldism.
1421,,"San Jose, CA","""Excuse me, Is gay marriage legal in Nevada?"""
1422,,"Derry, N.Ireland","@anonymousZhax @HuntSabs @Huntsabsni Add it to no gay marriage, no  birth control and no fucking assembly. It's embarrassing"
1423,,,@joerogan Did you know that Hillary Clinton used to be against gay marriage?
1424,,,"Birth control?
BAN IT!
Abortion?
BAN IT!
Gay marriage?
BAN IT!
Guns?
Look, banning things never works. People will find ways to get them."
1425,,glasgow,"@russelltovey I am against gay marriage! Well yours anyway!!
#gutted #thoseears"
1426,,,"@UKIP And gay marriage causes floods.
Maybe you should compile these pearls of wisdom in a book."
1427,,,"@BillChumleySC, do you really have nothing better to do in SC govt? How about fix our roads! Get over gay marriage already..."
1428,,,@conchezness @Jimmy_Swag78 @TorontoStar Gay marriage doesn't exist. It is marriage.
1429,,,@nbgbgb @AodhanORiordain @EducateTogether We brought in Gay marriage for 3 per cent of the population
1430,,,@G99Greg @StrayThread @spencerajj @boomer2748 @FoxNews His position on gay “marriage” does not infringe on anyone’s human rights.
1431,,"Washington, D.C.",@Cyberspare_o @woke8yearold That's not the specific argument against gay marriage
1432,,,@trollhuntress She was the LAST person on board with gay marriage. How's that progressive?
1433,,,kid in my bus told his friend that obama legalized gay marriage so he can marry michelle obama?????????????????? what the fuck??????
1434,,,@ABC reminds me when obama and clinton both shifted their positions on gay marriage... must be what politicians do I guess...
1435,,"Kigali, Rwanda",@Broughton68 @guardian Gay marriage is unethical.
1436,,,frank fights gay marriage
1437,,"Pennsylvania, USA",@Irish_Ulster so why do you fake irish nationalists want unrestricted abortion &amp; gay marriage to halve your own birthrate ?
1438,,"Mesquite, TX","@PeteinBeds @ImDuhPlug @ElContador2000 @rstemler1 @HartshipJ @Education4Libs Ok, so how is gay marriage not unnatural?"
1439,,"Philadelphia, PA","I was doing some thinking and the moment gay marriage became legal america became a bunch of pussies
#LoveWins = #Snowflakes"
1440,,"Exeter, England/Swansea, Wales",@sophiefishr Yeah like Friends and the gay penguin marriage episode of parks and rec
1441,,"Seattle, WA",@VomitsHerMind Earlier I heard someone comparing gay marriage to gun laws. Like whaaaa? Where’s the logic.
1442,,Florida,@LucyTreadwell01 @kimel_jim @b_b_baconator @gatewaypundit Same thing Jesus said about Gay marriage. NOTHING!
1443,,,@PattyArquette What a douche! I bet he was staunchly against gay marriage as well.
1444,,,@ParkerMolloy @jpbello777 Gay marriage is illegal
1445,,,@Jakerss__ @nicky_skinz Gay marriage is legal
1446,,,@michaelbayer1 @obianuju Bermuda replaced gay marriage with same sex partnerships with legal protections
1447,,Oklahoma City,"How can you be pro women's rights &amp; pro gay marriage, and also be against Trump's travel ban?"
1448,,"Colorado, USA",@Andy @RachelFine @realDonaldTrump @IvankaTrump Didn’t @HillaryClinton come out against gay marriage? Asking for a friend...
